well,field,value
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
CCF,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Whiskey Draw,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Bear Draw,Fort Union,10
Fletcher/Tex,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
Venice,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
Venice,Fort Union,10
alibu,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
Venice,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
ark,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
alibu,Fort Union,10
ark,Fort Union,10
Venice,Fort Union,10
ark,Fort Union,10
Venice,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
CCF,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
Gary,Fort Union,10
CCF,Fort Union,10
CCF,Fort Union,10
CCF,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Falcon,Fort Union,10
Juniper Draw 1,Thunder Creek,10
ark,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
CCF,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Falcon,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Amazon/River,Fort Union,10
Bombsite,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Gary,Fort Union,10
Juniper Draw 1,Thunder Creek,10
Juniper Draw 1,Thunder Creek,10
Juniper Draw 1,Thunder Creek,10
Juniper Draw 1,Thunder Creek,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Legacy,Fort Union,10
Legacy,Fort Union,10
Juniper Draw 1,Thunder Creek,10
Juniper Draw 1,Thunder Creek,10
Juniper Draw 1,Thunder Creek,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Amazon/River,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Falcon,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Augusta,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Bombsite,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
CCF,Fort Union,10
Juniper Draw 1,Thunder Creek,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Amazon/River,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Juniper Draw 1,Thunder Creek,10
Juniper Draw 1,Thunder Creek,10
Whiskey Draw,Fort Union,10
Indian Creek,Fort Union,10
Falcon,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Amazon/River,Fort Union,10
Amazon/River,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Amazon/River,Fort Union,10
Fletcher/Tex,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Amazon/River,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Bombsite,Fort Union,10
Bombsite,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Amazon/River,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Bombsite,Fort Union,10
Amazon/River,Fort Union,10
Bear Draw,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Vail,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Bear Draw,Fort Union,10
Fletcher/Tex,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Indian Creek,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
CCF,Fort Union,10
CCF,Fort Union,10
CCF,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
West Pine Tree 2024,Thunder Creek,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
Falcon,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
ark,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Whiskey Draw,Fort Union,10
Legacy,Fort Union,10
Legacy,Fort Union,10
Fletcher/Tex,Fort Union,10
Fletcher/Tex,Fort Union,10
Whiskey Draw,Fort Union,10
Indian Creek,Fort Union,10
Indian Creek,Fort Union,10
Legacy,Fort Union,10
Juniper Draw 1,Thunder Creek,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Bear Draw,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Falcon,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Gary,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Bear Draw,Fort Union,10
Augusta,Fort Union,10
Augusta,Fort Union,10
Augusta,Fort Union,10
Augusta,Fort Union,10
Augusta,Fort Union,10
Augusta,Fort Union,10
Augusta,Fort Union,10
Augusta,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Jaq/Newport/Pumpkin,Fort Union,10
Gary,Fort Union,10
Table ountain,Thunder Creek,10
Bear Draw,Fort Union,10
